NP_001355814	NM_001368885
NP_001381410	NM_001394481
NP_001358181	NM_001371252
NP_001381408	NM_001394479
NP_001258679	NM_001271750
NP_001381419	NM_001394490
NP_001381403	NM_001394474
NP_001358182	NM_001371253
NP_001355087	NM_001368158
NP_001381409	NM_001394480
NP_001381415	NM_001394486
NP_003869	NM_003878
NP_001381416	NM_001394487
NP_001381420	NM_001394491
NP_001139112	NM_001145640
NP_060955	NM_018485
NP_001381407	NM_001394478
NP_001381413	NM_001394484
NP_001381418	NM_001394489
NP_001265226	NM_001278297
NP_001358180	NM_001371251
NP_001358178	NM_001371249
NP_001258678	NM_001271749
NP_001335618	NM_001348689
NP_001335617	NM_001348688
NP_001230967	NM_001244038
NP_001290350	NM_001303421
NP_001290349	NM_001303420
NP_001264992	NM_001278063
NP_001335616	NM_001348687
NP_060922	NM_018452
NP_001032891	NM_001037802
NP_001381474	NM_001394545
NP_001381450	NM_001394521
NP_872588	NM_182647
NP_001295151	NM_001308222
NP_001381470	NM_001394541
NP_001381445	NM_001394516
NP_003462	NM_003471
NP_001186948	NM_001200019
NP_001381472	NM_001394543
NP_001381444	NM_001394515
NP_001273358	NM_001286429
NP_001158159	NM_001164687
NP_001381468	NM_001394539
NP_001305783	NM_001318854
NP_751891	NM_172159
NP_001252544	NM_001265615
NP_001381471	NM_001394542
NP_000904	NM_000913
NP_001381443	NM_001394514
NP_001311237	NM_001324308
NP_001381451	NM_001394522
NP_001305784	NM_001318855
NP_078906	NM_024630
NP_001381469	NM_001394540
NP_061125	NM_018655
NP_001381449	NM_001394520
NP_001311236	NM_001324307
NP_001381473	NM_001394544
NP_001158157	NM_001164685
NP_001305782	NM_001318853
NP_001295146	NM_001308217
NP_714968	NM_153746
NP_005305	NM_005314
NP_001381476	NM_001394547
NP_001381502	NM_001394573
NP_001381504	NM_001394575
NP_001130009	NM_001136537
NP_001359000	NM_001372071
NP_001273011	NM_001286082
NP_001351915	NM_001364986
NP_001350515	NM_001363586
NP_001381490	NM_001394561
NP_001381505	NM_001394576
NP_001351911	NM_001364982
NP_001381501	NM_001394572
NP_001381485	NM_001394556
NP_001350513	NM_001363584
NP_001381486	NM_001394557
NP_001257313	NM_001270384
NP_001381496	NM_001394567
NP_001381495	NM_001394566
NP_001381503	NM_001394574
NP_001381500	NM_001394571
NP_057488	NM_016404
NP_001351912	NM_001364983
NP_001153018	NM_001159546
NP_001381491	NM_001394562
NP_001351913	NM_001364984
NP_001351914	NM_001364985
NP_001036011	NM_001042546
NP_001381499	NM_001394570
NP_001359001	NM_001372072
NP_872599	NM_182658
NP_001381492	NM_001394563
NP_001381497	NM_001394568
NP_001381487	NM_001394558
NP_001381498	NM_001394569
NP_001350512	NM_001363583
NP_001381488	NM_001394559
NP_001153017	NM_001159545
NP_001381483	NM_001394554
NP_001381493	NM_001394564
NP_001273013	NM_001286084
NP_001363861	NM_001376932
NP_001269329	NM_001282400
NP_001091997	NM_001098527
NP_001177989	NM_001191060
NP_078974	NM_024698
NP_001177990	NM_001191061
NP_001234932	NM_001248003
NP_001380302	NM_001393373
NP_001244168	NM_001257239
NP_001305175	NM_001318246
NP_001362460	NM_001375531
NP_001365072	NM_001378143
NP_002984	NM_002993
NP_001244169	NM_001257240
NP_001362470	NM_001375541
NP_001188465	NM_001201536
NP_001350477	NM_001363548
NP_001352175	NM_001365246
NP_001311219	NM_001324290
NP_001305319	NM_001318390
NP_055190	NM_014375
NP_001153777	NM_001160305
NP_001381457	NM_001394528
NP_001269777	NM_001282848
NP_001362484	NM_001375555
NP_001243	NM_001252
NP_543157	NM_080881
NP_001374007	NM_001387078
NP_001362521	NM_001375592
NP_001244163	NM_001257234
NP_001373998	NM_001387069
NP_079136	NM_024860
NP_853510	NM_181532
NP_057663	NM_016579
NP_001093898	NM_001100428
NP_001704	NM_001713
NP_001365076	NM_001378147
NP_001093900	NM_001100430
NP_001374001	NM_001387072
NP_001381455	NM_001394526
NP_001373996	NM_001387067
NP_001362430	NM_001375501
NP_001234934	NM_001248005
NP_001362485	NM_001375556
NP_001093899	NM_001100429
NP_680478	NM_148173
NP_001192244	NM_001205315
NP_000842	NM_000851
NP_055072	NM_014257
NP_003635	NM_003644
NP_001159367	NM_001165895
NP_002836	NM_002845
NP_002877	NM_002886
NP_001374002	NM_001387073
NP_001277187	NM_001290258
NP_001244166	NM_001257237
NP_001378888	NM_001391959
NP_001365071	NM_001378142
NP_001352174	NM_001365245
NP_001138379	NM_001144907
NP_078912	NM_024636
NP_653191	NM_144590
NP_001254480	NM_001267551
NP_001244164	NM_001257235
NP_690608	NM_152869
NP_001243121	NM_001256192
NP_001362432	NM_001375503
NP_001305314	NM_001318385
NP_001352179	NM_001365250
NP_005672	NM_005681
NP_001291933	NM_001305004
NP_001362519	NM_001375590
NP_001311220	NM_001324291
NP_001310993	NM_001324064
NP_001073001	NM_001079533
NP_001380559	NM_001393630
NP_001362438	NM_001375509
NP_001074213	NM_001080744
NP_001373999	NM_001387070
NP_001352169	NM_001365240
NP_001244170	NM_001257241
NP_001374005	NM_001387076
NP_001362517	NM_001375588
NP_001374003	NM_001387074
NP_001362486	NM_001375557
NP_001245250	NM_001258321
NP_001192245	NM_001205316
NP_001381454	NM_001394525
NP_001278894	NM_001291965
NP_001135994	NM_001142522
NP_001269076	NM_001282147
NP_060893	NM_018423
NP_001303270	NM_001316341
NP_001380304	NM_001393375
NP_777360	NM_174871
NP_001310992	NM_001324063
NP_001305318	NM_001318389
NP_001362518	NM_001375589
NP_001245249	NM_001258320
NP_001034299	NM_001039210
NP_002103	NM_002112
NP_006025	NM_006034
NP_001138376	NM_001144904
NP_066982	NM_021159
NP_647603	NM_139352
NP_060684	NM_018214
NP_001351080	NM_001364151
NP_001245253	NM_001258324
NP_001380560	NM_001393631
NP_001269778	NM_001282849
NP_001159608	NM_001166136
NP_001254481	NM_001267552
NP_001029197	NM_001034025
NP_001240704	NM_001253775
NP_060936	NM_018466
NP_001362466	NM_001375537
NP_001138381	NM_001144909
NP_001245251	NM_001258322
NP_001362482	NM_001375553
NP_001013728	NM_001013706
NP_001295008	NM_001308079
NP_001362480	NM_001375551
NP_001362481	NM_001375552
NP_008868	NM_006937
NP_001381456	NM_001394527
NP_001072988	NM_001079520
NP_060624	NM_018154
NP_001311223	NM_001324294
NP_001311222	NM_001324293
NP_001362488	NM_001375559
NP_060289	NM_017819
NP_001381458	NM_001394529
NP_001311041	NM_001324112
NP_006808	NM_006817
NP_001275748	NM_001288819
NP_001305316	NM_001318387
NP_001295006	NM_001308077
NP_001373990	NM_001387061
NP_001362433	NM_001375504
NP_001365075	NM_001378146
NP_001098714	NM_001105244
NP_001138380	NM_001144908
NP_001245252	NM_001258323
NP_001373995	NM_001387066
NP_001161857	NM_001168385
NP_009100	NM_007169
NP_001373993	NM_001387064
NP_001654	NM_001663
NP_001093897	NM_001100427
NP_001265401	NM_001278472
NP_001138382	NM_001144910
NP_001374006	NM_001387077
NP_001309056	NM_001322127
NP_004674	NM_004683
NP_653310	NM_144709
NP_001310994	NM_001324065
NP_001365073	NM_001378144
NP_001138383	NM_001144911
NP_001287796	NM_001300867
NP_001373991	NM_001387062
NP_001305317	NM_001318388
NP_001244160	NM_001257231
NP_955772	NM_199478
NP_001373992	NM_001387063
NP_001275749	NM_001288820
NP_001074214	NM_001080745
NP_001352176	NM_001365247
NP_001258967	NM_001272038
NP_001352170	NM_001365241
NP_005759	NM_005768
NP_004811	NM_004820
NP_001365074	NM_001378145
NP_001309052	NM_001322123
NP_563616	NM_080928
NP_060296	NM_017826
NP_001093203	NM_001099733
NP_060935	NM_018465
NP_001309053	NM_001322124
NP_001073003	NM_001079535
NP_001378889	NM_001391960
NP_001005849	NM_001005849
NP_002807	NM_002816
NP_001362520	NM_001375591
NP_001138377	NM_001144905
NP_001138378	NM_001144906
NP_958836	NM_201432
NP_001374004	NM_001387075
NP_680477	NM_148172
NP_001124303	NM_001130831
NP_001073960	NM_001080491
NP_001305315	NM_001318386
NP_001362483	NM_001375554
NP_115943	NM_032554
NP_001378890	NM_001391961
NP_001352173	NM_001365244
NP_001108	NM_001117
NP_001352178	NM_001365249
NP_001374000	NM_001387071
NP_001293075	NM_001306146
NP_001373994	NM_001387065
NP_001380301	NM_001393372
NP_001362468	NM_001375539
NP_001362487	NM_001375558
NP_001373997	NM_001387068
NP_001234931	NM_001248002
NP_001352177	NM_001365248
NP_001122306	NM_001128834
NP_001351081	NM_001364152
NP_000524	NM_000533
NP_001380300	NM_001393371
NP_001234933	NM_001248004
NP_001244159	NM_001257230
NP_001317261	NM_001330332
NP_001098016	NM_001104546
NP_849148	NM_178826
NP_001093896	NM_001100426
NP_001073002	NM_001079534
NP_001305313	NM_001318384
NP_073582	NM_022745
NP_001276903	NM_001289974
NP_001381509	NM_001394580
NP_001305165	NM_001318236
NP_001305166	NM_001318237
NP_001381256	NM_001394327
NP_898830	NM_183012
NP_001381525	NM_001394596
NP_006211	NM_006220
NP_001381527	NM_001394598
NP_001381560	NM_001394631
NP_001381535	NM_001394606
NP_001381547	NM_001394618
NP_001381532	NM_001394603
NP_001381517	NM_001394588
NP_001381538	NM_001394609
NP_001381550	NM_001394621
NP_001381536	NM_001394607
NP_001381544	NM_001394615
NP_001381557	NM_001394628
NP_001012303	NM_001012303
NP_001311024	NM_001324095
NP_001381531	NM_001394602
NP_001381549	NM_001394620
NP_001381559	NM_001394630
NP_001381558	NM_001394629
NP_001381518	NM_001394589
NP_001304928	NM_001317999
NP_001381569	NM_001394640
NP_001381539	NM_001394610
NP_001381516	NM_001394587
NP_001381545	NM_001394616
NP_001381552	NM_001394623
NP_001381540	NM_001394611
NP_001339171	NM_001352242
NP_001381555	NM_001394626
NP_001381533	NM_001394604
NP_001381537	NM_001394608
NP_001381554	NM_001394625
NP_001381528	NM_001394599
NP_001381543	NM_001394614
NP_001381541	NM_001394612
NP_001381534	NM_001394605
NP_001381551	NM_001394622
NP_001381524	NM_001394595
NP_001354870	NM_001367941
NP_001381530	NM_001394601
NP_001381556	NM_001394627
NP_001381548	NM_001394619
NP_001381581	NM_001394652
NP_001008784	NM_001008784
NP_001356550	NM_001369621
NP_056969	NM_015885
NP_001381590	NM_001394661
NP_001381588	NM_001394659
NP_001333343	NM_001346414
NP_001333342	NM_001346413
NP_001381586	NM_001394657
NP_722581	NM_153839
NP_001381583	NM_001394654
NP_001381584	NM_001394655
NP_001355044	NM_001368115
NP_001381587	NM_001394658
NP_001357481	NM_001370552
NP_001381579	NM_001394650
NP_001369375	NM_001382446
NP_001381582	NM_001394653
NP_001381589	NM_001394660
NP_001333344	NM_001346415
NP_001381585	NM_001394656
NP_001273195	NM_001286266
NP_001381612	NM_001394683
NP_065713	NM_020662
NP_001273193	NM_001286264
NP_001273194	NM_001286265
NP_573398	NM_133168
NP_001245211	NM_001258282
NP_001269279	NM_001282350
NP_570127	NM_130771
NP_001381610	NM_001394681
NP_001336805	NM_001349876
NP_060917	NM_018447
NP_001336804	NM_001349875
NP_001381615	NM_001394686
NP_001381635	NM_001394706
NP_001381622	NM_001394693
NP_001159751	NM_001166279
NP_001381632	NM_001394703
NP_001120932	NM_001127460
NP_001336803	NM_001349874
NP_001381623	NM_001394694
NP_001381629	NM_001394700
NP_001381619	NM_001394690
NP_001381628	NM_001394699
NP_001381636	NM_001394707
NP_001381631	NM_001394702
NP_001153026	NM_001159554
NP_001381625	NM_001394696
NP_001381633	NM_001394704
NP_001381621	NM_001394692
NP_001381634	NM_001394705
NP_001381637	NM_001394708
NP_001381624	NM_001394695
NP_001381626	NM_001394697
NP_001381630	NM_001394701
NP_001135774	NM_001142302
NP_001341504	NM_001354575
NP_054876	NM_014157
NP_689783	NM_152570
NP_001341503	NM_001354574
NP_001374851	NM_001387922
NP_057143	NM_016059
NP_001374853	NM_001387924
NP_001374852	NM_001387923
NP_001374861	NM_001387932
NP_001288796	NM_001301867
NP_001381620	NM_001394691
NP_001265177	NM_001278248
NP_001121614	NM_001128142
NP_001265176	NM_001278247
NP_996850	NM_206967
NP_001186611	NM_001199682
NP_056300	NM_015485
NP_001184224	NM_001197295
NP_001350365	NM_001363436
NP_076959	NM_024054
NP_001008397	NM_001008396
NP_001353206	NM_001366277
NP_001353205	NM_001366276
NP_937882	NM_198239
NP_055244	NM_014429
NP_067003	NM_021180
NP_001375204	NM_001388275
NP_001354680	NM_001367751
NP_001375200	NM_001388271
NP_001371311	NM_001384382
NP_705690	NM_153486
NP_001441	NM_001450
NP_001254490	NM_001267561
NP_001354685	NM_001367756
NP_060839	NM_018369
NP_001337788	NM_001350859
NP_001375203	NM_001388274
NP_001231607	NM_001244678
NP_001007247	NM_001007246
NP_057952	NM_016733
NP_001138680	NM_001145208
NP_001138737	NM_001145265
NP_001354660	NM_001367731
NP_001372607	NM_001385678
NP_705833	NM_153605
NP_001354676	NM_001367747
NP_001159393	NM_001165921
NP_001354665	NM_001367736
NP_001375186	NM_001388257
NP_001121190	NM_001127718
NP_001354683	NM_001367754
NP_001150	NM_001159
NP_001123513	NM_001130041
NP_001137544	NM_001144072
NP_001355201	NM_001368272
NP_001354651	NM_001367722
NP_001354670	NM_001367741
NP_060848	NM_018378
NP_689544	NM_152331
NP_001257430	NM_001270501
NP_001375206	NM_001388277
NP_001354662	NM_001367733
NP_001354659	NM_001367730
NP_001354654	NM_001367725
NP_112588	NM_031298
NP_001317213	NM_001330284
NP_001354669	NM_001367740
NP_001354671	NM_001367742
NP_001291728	NM_001304799
NP_001372609	NM_001385680
NP_006400	NM_006409
NP_001295282	NM_001308353
NP_573403	NM_133171
NP_001300656	NM_001313727
NP_008984	NM_007053
NP_006406	NM_006415
NP_071938	NM_022493
NP_003871	NM_003880
NP_001354682	NM_001367753
NP_001375197	NM_001388268
NP_001363836	NM_001376907
NP_001189788	NM_001202859
NP_892118	NM_183006
NP_001354657	NM_001367728
NP_000218	NM_000227
NP_001121170	NM_001127698
NP_001354652	NM_001367723
NP_001349364	NM_001362435
NP_937817	NM_198174
NP_963851	NM_201557
NP_075059	NM_022908
NP_001354684	NM_001367755
NP_001354656	NM_001367727
NP_001273991	NM_001287062
NP_001305827	NM_001318898
NP_001354677	NM_001367748
NP_001206	NM_001215
NP_570129	NM_130773
NP_001305828	NM_001318899
NP_001354672	NM_001367743
NP_001354681	NM_001367752
NP_001375207	NM_001388278
NP_001372608	NM_001385679
NP_001354666	NM_001367737
NP_001268232	NM_001281303
NP_001305397	NM_001318468
NP_001354653	NM_001367724
NP_001300655	NM_001313726
NP_877496	NM_182764
NP_060813	NM_018343
NP_001231605	NM_001244676
NP_001354663	NM_001367734
NP_001354673	NM_001367744
NP_937816	NM_198173
NP_009191	NM_007260
NP_001305825	NM_001318896
NP_055319	NM_014504
NP_001273989	NM_001287060
NP_001354667	NM_001367738
NP_001015881	NM_001015881
NP_001354675	NM_001367746
NP_001127703	NM_001134231
NP_001337789	NM_001350860
NP_001230675	NM_001243746
NP_001317211	NM_001330282
NP_001354668	NM_001367739
NP_001305182	NM_001318253
NP_001355202	NM_001368273
NP_001361328	NM_001374399
NP_001065243	NM_001071775
NP_001275932	NM_001289003
NP_569079	NM_130395
NP_001138738	NM_001145266
NP_001305824	NM_001318895
NP_005846	NM_005855
NP_001153221	NM_001159749
NP_003020	NM_003029
NP_919417	NM_194436
NP_001026971	NM_001031801
NP_847894	NM_178324
NP_001257429	NM_001270500
NP_001265246	NM_001278317
NP_001354674	NM_001367745
NP_001354658	NM_001367729
NP_001305823	NM_001318894
NP_001354664	NM_001367735
NP_001375194	NM_001388265
NP_001354655	NM_001367726
NP_060859	NM_018389
NP_055717	NM_014902
NP_004923	NM_004932
NP_001014764	NM_001014764
NP_001181939	NM_001195010
NP_001153101	NM_001159629
NP_001354661	NM_001367732
NP_001035951	NM_001042486
NP_001317968	NM_001331039
NP_001375191	NM_001388262
NP_001257431	NM_001270502
NP_808882	NM_177967
NP_001305399	NM_001318470
NP_060741	NM_018271
NP_001034581	NM_001039492
NP_963849	NM_201555
NP_001354679	NM_001367750
NP_001121189	NM_001127717
NP_001380308	NM_001393379
NP_001177925	NM_001190996
NP_001371312	NM_001384383
NP_001337326	NM_001350397
NP_001305826	NM_001318897
NP_001375189	NM_001388260
NP_937762	NM_198129
NP_001289925	NM_001302996
NP_001354678	NM_001367749
NP_001139698	NM_001146226
NP_003636	NM_003645
NP_001273990	NM_001287061
NP_001381673	NM_001394744
NP_001335857	NM_001348928
NP_001381671	NM_001394742
NP_001381672	NM_001394743
NP_001352302	NM_001365373
NP_001354546	NM_001367617
NP_116110	NM_032721
NP_001372225	NM_001385296
NP_001372226	NM_001385297
NP_001372229	NM_001385300
NP_001372224	NM_001385295
NP_001372216	NM_001385287
NP_001372222	NM_001385293
NP_001372220	NM_001385291
NP_001372228	NM_001385299
NP_001372227	NM_001385298
NP_001372218	NM_001385289
NP_001372223	NM_001385294
NP_001372230	NM_001385301
NP_640332	NM_139239
NP_001269215	NM_001282286
NP_001375332	NM_001388403
NP_001371282	NM_001384353
NP_001381710	NM_001394781
NP_001381709	NM_001394780
NP_001371281	NM_001384352
NP_001337782	NM_001350853
NP_001269214	NM_001282285
NP_001290183	NM_001303254
NP_001381723	NM_001394794
NP_001381724	NM_001394795
NP_001381726	NM_001394797
NP_001337783	NM_001350854
NP_001381734	NM_001394805
NP_001129515	NM_001136043
NP_001193987	NM_001207058
NP_001381733	NM_001394804
NP_001381735	NM_001394806
NP_001292050	NM_001305121
NP_001362322	NM_001375393
NP_001291362	NM_001304433
NP_001292051	NM_001305122
NP_001193988	NM_001207059
NP_954631	NM_199162
NP_001012474	NM_001012456
NP_001120822	NM_001127350
NP_001313347	NM_001326418
NP_001317135	NM_001330206
NP_001313343	NM_001326414
NP_001381657	NM_001394728
NP_001381294	NM_001394365
NP_001381645	NM_001394716
NP_001356492	NM_001369563
NP_054747	NM_014028
NP_001291382	NM_001304453
NP_001333285	NM_001346356
NP_001381656	NM_001394727
NP_001281269	NM_001294340
NP_004776	NM_004785
NP_001371356	NM_001384427
NP_001357525	NM_001370596
NP_001239145	NM_001252216
NP_001333275	NM_001346346
NP_001129508	NM_001136036
NP_001316999	NM_001330070
NP_001371355	NM_001384426
NP_001333284	NM_001346355
NP_001338665	NM_001351736
NP_001333282	NM_001346353
NP_001337223	NM_001350294
NP_001381654	NM_001394725
NP_001155033	NM_001161561
NP_001333277	NM_001346348
NP_072045	NM_022551
NP_000962	NM_000971
NP_001333243	NM_001346314
NP_001018000	NM_001018000
NP_001337225	NM_001350296
NP_777552	NM_174892
NP_001306108	NM_001319179
NP_001034455	NM_001039366
NP_001313345	NM_001326416
NP_001356490	NM_001369561
NP_001371365	NM_001384436
NP_001311271	NM_001324342
NP_001381289	NM_001394360
NP_060108	NM_017638
NP_001361707	NM_001374778
NP_443160	NM_052928
NP_001333242	NM_001346313
NP_001371363	NM_001384434
NP_001337002	NM_001350073
NP_001371359	NM_001384430
NP_001306158	NM_001319229
NP_001229527	NM_001242598
NP_001371362	NM_001384433
NP_001381295	NM_001394366
NP_001007074	NM_001007073
NP_001313341	NM_001326412
NP_001381290	NM_001394361
NP_001381644	NM_001394715
NP_055153	NM_014338
NP_001381655	NM_001394726
NP_149094	NM_033103
NP_001192051	NM_001205122
NP_001291467	NM_001304538
NP_001358418	NM_001371489
NP_001108624	NM_001115152
NP_001333279	NM_001346350
NP_001311273	NM_001324344
NP_001243094	NM_001256165
NP_001371353	NM_001384424
NP_001180257	NM_001193328
NP_064556	NM_020171
NP_001287751	NM_001300822
NP_001306109	NM_001319180
NP_001366206	NM_001379277
NP_001357159	NM_001370230
NP_001371364	NM_001384435
NP_001316790	NM_001329861
NP_004618	NM_004627
NP_060754	NM_018284
NP_001311272	NM_001324343
NP_001371361	NM_001384432
NP_001273336	NM_001286407
NP_005164	NM_005173
NP_001333621	NM_001346692
NP_001124306	NM_001130834
NP_001192048	NM_001205119
NP_001313346	NM_001326417
NP_001337222	NM_001350293
NP_001358417	NM_001371488
NP_001357160	NM_001370231
NP_001381650	NM_001394721
NP_001333283	NM_001346354
NP_001381296	NM_001394367
NP_777616	NM_174956
NP_003054	NM_003063
NP_071909	NM_022464
NP_821141	NM_178022
NP_001295056	NM_001308127
NP_997199	NM_207316
NP_001333281	NM_001346352
NP_001017970	NM_001017970
NP_001295059	NM_001308130
NP_001153656	NM_001160184
NP_001333271	NM_001346342
NP_001381291	NM_001394362
NP_001371352	NM_001384423
NP_001313509	NM_001326580
NP_060280	NM_017810
NP_001271458	NM_001284529
NP_001229526	NM_001242597
NP_001371366	NM_001384437
NP_001316791	NM_001329862
NP_001311269	NM_001324340
NP_055556	NM_014741
NP_001371358	NM_001384429
NP_001333269	NM_001346340
NP_001313349	NM_001326420
NP_001333280	NM_001346351
NP_116024	NM_032635
NP_001366349	NM_001379420
NP_001192050	NM_001205121
NP_002487	NM_002496
NP_001333245	NM_001346316
NP_060540	NM_018070
NP_001313348	NM_001326419
NP_001012241	NM_001012241
NP_000131	NM_000140
NP_149048	NM_033059
NP_378669	NM_033643
NP_064562	NM_020177
NP_631908	NM_139169
NP_001311274	NM_001324345
NP_001356491	NM_001369562
NP_001352849	NM_001365920
NP_001356484	NM_001369555
NP_001138889	NM_001145417
NP_001313344	NM_001326415
