NM_002495	O43181	NDUFS4
NM_031459	P58004	SESN2
NM_001113523	Q460N3	PARP15
NM_002625	P16118	PFKFB1
NM_004177	Q13277	STX3
NM_138331	Q8TDE3	RNASE8
NM_144702	Q8N4P6	LRRC71
NM_004889	P56134	ATP5MF
NM_021035	Q9P2E3	ZNFX1
NM_015506	Q9Y4U1	MMACHC
NM_001271783	Q96K12	FAR2
NM_001198541	Q9NZ08	ERAP1
NM_198081	Q8N228	SCML4
NM_152680	Q6P9G4	TMEM154
NM_001350977	Q3LI62	KRTAP20-4
NM_001245	O43699	SIGLEC6
NM_016246	Q9BPX1	HSD17B14
NM_004263	O95754	SEMA4F
NM_001145715	A9QM74	KPNA7
NM_001365692	Q9NUG4	CCM2L
NM_001003	P05386	RPLP1
NM_019100	Q9NPF5	DMAP1
NM_004436	O43768	ENSA
NM_004811	O60711	LPXN
NM_182760	Q8NBK3	SUMF1
NM_001080478	A6NHZ5	LRRC14B
NM_130782	Q9NS28	RGS18
NM_017590	Q9UGR2	ZC3H7B
NM_001099652	Q8N3F9	GPR137C
NM_001008409	Q3SXZ7	TTLL9
NM_005656	O15393	TMPRSS2
NM_030962	Q86WG5	SBF2
NM_019050	Q70EK8	USP53
NM_001286050	Q92567	FAM168A
NM_031232	Q96P71	NECAB3
NM_014772	O43310	CTIF
NM_001320126	Q9BV23	ABHD6
NM_178813	Q86UN6	AKAP14
NM_002181	Q14623	IHH
NM_052872	Q96PD4	IL17F
NM_176889	P59543	TAS2R20
NM_001042492	P21359	NF1
NM_001164664	O15021	MAST4
NM_016584	Q9NPF7	IL23A
NM_004475	Q14254	FLOT2
NM_001369558	P18621	RPL17
NM_001715	P51451	BLK
NM_001013845	Q96DE9	EOLA2
NM_001211	O60566	BUB1B
NM_032299	Q9BTE7	DCUN1D5
NM_145263	Q8TC71	SPATA18
NM_213600	Q68DD2	PLA2G4F
NM_001193623	I3L1E1	C19orf84
NM_001300804	Q99750	MDFI
NM_001190476	P0CJ71	MTRNR2L4
NM_003342	P62253	UBE2G1
NM_018316	Q53HC5	KLHL26
NM_013320	Q9Y5Z7	HCFC2
NM_005372	P00540	MOS
NM_031957	Q9BYS1	KRTAP1-5
NM_014840	O60285	NUAK1
NM_001122964	Q5MIZ7	PPP4R3B
NM_001347901	Q6ZTN6	ANKRD13D
NM_021831	Q8NDL9	AGBL5
NM_005400	Q02156	PRKCE
NM_033089	Q9NUD5	ZCCHC3
NM_001197184	Q49SQ1	GPR33
NM_002049	P15976	GATA1
NM_007179	Q9Y581	INSL6
NM_002705	O60437	PPL
NM_182481	Q86Y29	BAGE3
NM_001104629	Q8IY42	C4orf19
NM_019004	Q9P2G1	ANKIB1
NM_001193336	B5MCN3	SEC14L6
NM_181708	Q7Z5W3	BCDIN3D
NM_001102	P12814	ACTN1
NM_001145659	A4FU28	CTAGE9
NM_145663	Q8NFT6	DBF4B
NM_001320855	P62736	ACTA2
NM_014736	Q15004	PCLAF
NM_005169	O14813	PHOX2A
NM_000383	O43918	AIRE
NM_030911	Q9BWV3	CDADC1
NM_030762	Q9C0J9	BHLHE41
NM_004233	Q01151	CD83
NM_020245	Q9NRJ4	TULP4
NM_001167608	Q8TEB9	RHBDD1
NM_001366158	Q8IV35	WDR49
NM_001519	Q92994	BRF1
NM_173191	Q9NS61	KCNIP2
NM_003098	Q13424	SNTA1
NM_177454	Q6P995	FAM171B
NM_001039672	Q5BJH7	YIF1B
NM_020689	Q9HC58	SLC24A3
NM_001199480	O15535	ZSCAN9
NM_001145819	P35712	SOX6
NM_001374791	Q9BYZ6	RHOBTB2
NM_001013698	A2RU48	SMCO3
NM_006370	Q9UEU0	VTI1B
NM_001836	P23946	CMA1
NM_031896	P62955	CACNG7
NM_005836	P52758	RIDA
NM_020931	Q9HCI6	KIAA1586
NM_130772	Q8WXG8	S100Z
NM_001378418	Q9UGU0	TCF20
NM_006335	Q99595	TIMM17A
NM_001029886	P60673	PFN3
NM_052966	Q9BZQ8	NIBAN1
NM_032391	Q96KF2	PRAC1
NM_017607	Q9BZL4	PPP1R12C
NM_006389	Q9Y4L1	HYOU1
NM_001080779	O00159	MYO1C
NM_003441	Q15928	ZNF141
NM_031307	Q9BZE2	PUS3
NM_024074	Q9H6F2	TMEM38A
NM_032206	Q86WI3	NLRC5
NM_032811	Q3YBR2	TBRG1
NM_002030	P25089	FPR3
NM_001010978	Q5T700	LDLRAD1
NM_005857	O75844	ZMPSTE24
NM_001330663	Q01581	HMGCS1
NM_001389714	Q969I3	GLYATL1
NM_017878	Q9NWW9	PLAAT2
NM_001250	P25942	CD40
NM_001281789	Q8N9A8	CNEP1R1
NM_017922	Q86UA1	PRPF39
NM_052902	Q8N1F8	STK11IP
NM_005787	Q92685	ALG3
NM_001343	P98082	DAB2
NM_001389643	Q9HBJ7	USP29
NM_001127212	Q6NT46	GAGE2A
NM_001159279	A6NP11	ZNF716
NM_015156	Q9UKL0	RCOR1
NM_033026	Q9Y6V0	PCLO
NM_018965	Q9NZC2	TREM2
NM_001282693	Q01740	FMO1
NM_033004	Q9C000	NLRP1
NM_001367234	Q9BQS7	HEPH
NM_145288	Q8WUU4	ZNF296
NM_000277	P00439	PAH
NM_004244	Q86VB7	CD163
NM_173799	Q495A1	TIGIT
NM_002046	P04406	GAPDH
NM_015696	Q96SL4	GPX7
NM_144579	Q8TD22	SFXN5
NM_052923	Q6R2W3	ZBED9
NM_001270441	Q9BSG5	RTBDN
NM_001145374	Q6NS38	ALKBH2
NM_019024	Q9P2D3	HEATR5B
NM_001042544	Q8N2S1	LTBP4
NM_001184880	Q8TAB3	PCDH19
NM_001004318	Q6ZNF0	ACP7
NM_004628	Q01831	XPC
NM_007046	Q9Y6C2	EMILIN1
NM_018909	Q9UN73	PCDHA6
NM_012112	Q9ULW0	TPX2
NM_052874	P61266	STX1B
NM_004064	P46527	CDKN1B
NM_001130144	Q9NS15	LTBP3
NM_006317	P80723	BASP1
NM_207404	Q6ZS27	ZNF662
NM_001308210	Q6ZSZ6	TSHZ1
NM_003315	Q99615	DNAJC7
NM_016494	Q9P0P0	RNF181
NM_012430	Q96IW7	SEC22A
NM_001105558	P0C1S8	WEE2
NM_015263	Q8TDJ6	DMXL2
NM_018061	Q5VTL8	PRPF38B
NM_006991	O14709	ZNF197
NM_001113490	Q4VCS5	AMOT
NM_003060	O76082	SLC22A5
NM_001042610	Q9H9R9	DBNDD1
NM_201630	O75325	LRRN2
NM_032303	Q6YN16	HSDL2
NM_001492	P27539	GDF1
NM_001375847	A0A7P0Z4L6	LOC100133315
NM_015987	Q9NRV9	HEBP1
NM_018072	Q9H583	HEATR1
NM_005296	Q99677	LPAR4
NM_002124	P01911	HLA-DRB1
NM_001145204	B4DS77	SHISA9
NM_004631	Q14114	LRP8
NM_173560	Q8HWS3	RFX6
NM_001103175	A1A5D9	BICDL2
NM_003736	Q9UN71	PCDHGB4
NM_006426	O14531	DPYSL4
NM_152770	Q6V702	CFAP299
NM_003301	P34981	TRHR
NM_005555	P04259	KRT6B
NM_181602	Q3LI64	KRTAP6-1
NM_002168	P48735	IDH2
NM_001136505	Q8NA31	TERB1
NM_177925	Q9BTM1	H2AJ
NM_001366247	Q9HC38	GLOD4
NM_032571	Q9BY15	ADGRE3
NM_001365709	Q96M20	CNBD2
NM_032037	Q9BXA6	TSSK6
NM_001267548	Q13795	ARFRP1
NM_001172774	Q6ZPD9	DPY19L3
NM_015027	Q6P996	PDXDC1
NM_052858	Q96A59	MARVELD3
NM_001349727	A6NJW9	CD8B2
NM_001381943	P55851	UCP2
NM_001056	O00338	SULT1C2
NM_002542	O15527	OGG1
NM_001145146	P34998	CRHR1
NM_002428	P51511	MMP15
NM_001098426	Q92925	SMARCD2
NM_019107	Q969H8	MYDGF
NM_001146685	A6NKF7	TMEM88B
NM_018700	Q9NQ86	TRIM36
NM_001080392	A4D1U4	DENND11
NM_138281	Q92988	DLX4
NM_152745	P58417	NXPH1
NM_012418	O14926	FSCN2
NM_001004323	Q8IZ16	C7orf61
NM_005212	P07498	CSN3
NM_020142	Q9NRX3	NDUFA4L2
NM_145270	P0CG20	PRR35
NM_006295	P26640	VARS1
NM_006995	Q8WVV5	BTN2A2
NM_000393	P05997	COL5A2
NM_004370	Q99715	COL12A1
NM_144659	Q8TDR4	TCP10L
NM_006843	P20132	SDS
NM_001073	O75310	UGT2B11
NM_001367322	Q96Q11	TRNT1
NM_178026	Q9UJ14	GGT7
NM_014313	O95807	TMEM50A
NM_176824	Q8IWZ6	BBS7
NM_173510	Q8IWD4	CCDC117
NM_198150	Q6UWY0	ARSK
NM_007271	Q15208	STK38
NM_003443	Q13105	ZBTB17
NM_001143688	Q8TF46	DIS3L
NM_001164595	Q6ZMN7	PDZRN4
NM_033272	Q9NS40	KCNH7
NM_001193532	Q8N4Z0	RAB42
NM_015980	Q9Y328	NSG2
NM_001080532	Q7Z5M5	TMC3
NM_005721	P61158	ACTR3
NM_001303426	Q9UID6	ZNF639
NM_001823	P12277	CKB
NM_001398	Q13011	ECH1
NM_001320179	Q49AA0	ZFP69
NM_001040	P04278	SHBG
NM_002379	P21941	MATN1
NM_001017977	Q58WW2	DCAF6
NM_001127203	Q5JVF3	PCID2
NM_015143	P53582	METAP1
NM_032634	Q8TEQ8	PIGO
NM_032369	Q96D96	HVCN1
NM_001365310	A0A1W2PR82	PERCC1
NM_182759	Q7Z5A8	TAFA3
NM_001007544	Q6ZWK4	RHEX
NM_032822	Q96C01	FAM136A
NM_152641	Q68CP9	ARID2
NM_016226	Q9UBQ0	VPS29
NM_021732	Q5T686	AVPI1
NM_033107	A4D1E9	GTPBP10
NM_001374326	Q01105	SET
NM_032635	Q9BVK8	TMEM147
NM_001382698	P01732	CD8A
NM_005741	O14978	ZNF263
NM_173519	Q8IUQ0	CLVS1
NM_000146	P02792	FTL
NM_014161	Q9H0U6	MRPL18
NM_000875	P08069	IGF1R
NM_022344	Q9HAS0	C17orf75
NM_004836	Q9NZJ5	EIF2AK3
NM_002422	P08254	MMP3
NM_001163922	Q86VR7	VSIG10L
NM_001159702	Q13642	FHL1
NM_002476	P12829	MYL4
NM_001026	P62847	RPS24
NM_201566	Q7RTY0	SLC16A13
NM_000852	P09211	GSTP1
NM_016144	Q9Y6G5	COMMD10
NM_024761	Q86TA1	MOB3B
NM_001293562	Q96A70	AZIN2
NM_022113	Q9H1H9	KIF13A
NM_017770	Q9NXB9	ELOVL2
NM_006293	Q06418	TYRO3
NM_001190707	Q60I27	ALS2CL
NM_138814	Q7Z6Z6	PNPLA5
NM_006424	O95436	SLC34A2
NM_180989	Q86V85	GPR180
NM_024577	Q8TF17	SH3TC2
NM_017592	Q9NX70	MED29
NM_001136108	Q9Y3T6	R3HCC1
NM_002787	P25787	PSMA2
NM_080746	Q96L21	RPL10L
NM_001134693	P0C6T2	OST4
NM_001487	P78537	BLOC1S1
NM_005012	Q01973	ROR1
NM_016522	Q9P121	NTM
NM_153819	Q7LDG7	RASGRP2
NM_020533	Q9GZU1	MCOLN1
NM_020200	Q9NRG1	PRTFDC1
NM_001625	P54819	AK2
NM_014714	Q96RY7	IFT140
NM_032846	Q8WUD1	RAB2B
NM_001198	O75626	PRDM1
NM_173847	Q8IXA5	SPACA3
NM_001134658	Q2M3R5	SLC35G1
NM_018026	Q6VY07	PACS1
NM_207197	Q13444	ADAM15
NM_005880	O60884	DNAJA2
NM_147175	Q96MM7	HS6ST2
NM_130441	Q8WTT0	CLEC4C
NM_015898	O95365	ZBTB7A
NM_173558	Q7Z6J4	FGD2
NM_005875	O60739	EIF1B
NM_001098722	P50150	GNG4
NM_001130445	P28290	ITPRID2
NM_001376194	O14646	CHD1
NM_058246	O75190	DNAJB6
NM_024954	Q9HAC8	UBTD1
NM_032020	Q9BTY2	FUCA2
NM_015986	Q8IUI8	CRLF3
NM_006947	O76094	SRP72
NM_001099685	P0C7M4	RHOXF2B
NM_153356	Q8IYX1	TBC1D21
NM_005827	P78383	SLC35B1
NM_001313896	Q9UQ88	CDK11A
NM_012247	P49903	SEPHS1
NM_022781	Q9H0F5	RNF38
NM_001278632	P78413	IRX4
NM_001686	P06576	ATP5F1B
NM_153235	Q8N3L3	TXLNB
NM_000392	Q92887	ABCC2
NM_005602	O75508	CLDN11
NM_018040	Q9NW75	GPATCH2
NM_016606	Q9BRK0	REEP2
NM_053284	Q96NZ8	WFIKKN1
NM_052838	Q8WYJ6	SEPTIN1
NM_003596	O60507	TPST1
NM_018368	Q9NUN5	LMBRD1
NM_001172655	Q9NV72	ZNF701
NM_212535	P05771	PRKCB
NM_025185	Q9HCD6	TANC2
NM_004569	Q14442	PIGH
NM_001113207	Q8NFU3	TSTD1
NM_002964	P05109	S100A8
NM_001358410	A6NN92	GJE1
NM_002841	P23470	PTPRG
NM_032998	O75618	DEDD
NM_006577	Q9NY97	B3GNT2
NM_002024	Q06787	FMR1
NM_001004727	Q8NGF9	OR4X2
NM_001199951	O75951	LYZL6
NM_001308114	Q13952	NFYC
NM_001349336	Q6ZT89	SLC25A48
NM_005956	P11586	MTHFD1
NM_018712	Q8N336	ELMOD1
NM_001242729	Q9NXL2	ARHGEF38
NM_001386	Q16555	DPYSL2
NM_001199633	Q9HAS3	SLC28A3
NM_153708	P59025	RTP1
NM_001101312	Q3YBM2	TMEM176B
NM_015272	Q68CZ1	RPGRIP1L
NM_206895	Q6UX34	SNORC
NM_000213	P16144	ITGB4
NM_003889	O75469	NR1I2
NM_019601	Q9UGT4	SUSD2
NM_033063	Q96JE9	MAP6
NM_006263	Q06323	PSME1
NM_018699	Q9NQX1	PRDM5
NM_001320436	Q3KNT9	TMEM95
NM_001136193	Q9NYY8	FASTKD2
NM_006513	P49591	SARS1
NM_003553	P30953	OR1E1
NM_001308027	Q6P1R3	MSANTD2
NM_001290257	O15037	KHNYN
NM_015322	Q9UK73	FEM1B
NM_001080501	A0PJW6	TMEM223
NM_173496	Q5T2T1	MPP7
NM_197956	Q69YI7	NAIF1
NM_001319226	P19838	NFKB1
NM_001017920	A0PJW8	DAPL1
NM_005788	O60678	PRMT3
NM_001195129	P0CW18	PRSS56
NM_003541	P62805	H4-16
NM_003440	P52738	ZNF140
NM_022763	Q53EP0	FNDC3B
NM_001288833	P19440	GGT1
NM_144679	Q96N21	TEPSIN
NM_139285	Q8NHY3	GAS2L2
NM_015497	Q8NBN3	TMEM87A
NM_014883	O94988	FAM13A
NM_182902	Q9HAQ2	KIF9
NM_023070	Q9UJL9	ZFP69B
NM_013442	Q9UJZ1	STOML2
NM_032484	Q8N2G8	GHDC
NM_182488	O75317	USP12
NM_003796	O94763	URI1
NM_016279	Q9ULB4	CDH9
NM_006269	P56715	RP1
NM_020358	P0CI25	TRIM49
NM_024664	Q9HAB8	PPCS
NM_018263	Q76L83	ASXL2
NM_015140	Q14166	TTLL12
NM_001323982	P35221	CTNNA1
NM_001370735	Q8N6Q1	TMCO5A
NM_003483	P52926	HMGA2
NM_006733	Q92674	CENPI
NM_182752	Q5T0D9	TPRG1L
NM_020064	Q9BZE3	BARHL1
NM_021190	Q9UKA9	PTBP2
NM_019043	Q7Z5R6	APBB1IP
NM_001556	O14920	IKBKB
NM_001366655	O94823	ATP10B
NM_012315	Q9UKQ9	KLK9
NM_005668	Q92187	ST8SIA4
NM_006973	P17041	ZNF32
NM_005879	Q9BWF2	TRAIP
NM_178033	Q8N118	CYP4X1
NM_153840	Q5T601	ADGRF1
NM_001382707	P01730	CD4
NM_006287	P10646	TFPI
NM_001304443	P13196	ALAS1
NM_006717	Q9Y657	SPIN1
NM_001010987	Q5T764	IFIT1B
NM_015137	Q14156	EFR3A
NM_058187	P58658	EVA1C
NM_006516	P11166	SLC2A1
NM_004108	Q15485	FCN2
NM_001367551	Q6IMI4	SULT6B1
NM_017711	Q9HCC8	GDPD2
NM_005278	Q13491	GPM6B
NM_138356	Q7M4L6	SHF
NM_020774	Q86YT6	MIB1
NM_003981	O43663	PRC1
NM_017853	Q9NX01	TXNL4B
NM_001370168	Q96C24	SYTL4
NM_001031743	Q8IYR0	CFAP206
NM_032599	Q96KD3	FAM71F1
NM_022551	P62269	RPS18
NM_014407	Q9NPA1	KCNMB3
NM_032390	Q9BYG3	NIFK
NM_001184819	Q9NVN8	GNL3L
NM_016605	Q9NYF3	FAM53C
NM_006151	P22079	LPO
NM_023011	Q9H1J1	UPF3A
NM_001370485	O76099	OR7C1
NM_006568	Q99675	CGRRF1
NM_022449	Q9H0T7	RAB17
NM_001379674	Q02108	GUCY1A1
NM_021134	Q16540	MRPL23
NM_016823	P46108	CRK
NM_001372163	Q9BZD7	PRRG3
NM_001354604	O75030	MITF
NM_014669	Q8N1F7	NUP93
NM_031954	Q9H3F6	KCTD10
NM_005861	Q9UNE7	STUB1
NM_001098623	Q5VST9	OBSCN
NM_016563	Q9NYN1	RASL12
NM_030631	Q9BQT8	SLC25A21
NM_001702	O14514	ADGRB1
NM_001023570	Q15051	IQCB1
NM_182623	Q96AQ9	FAM131C
NM_152296	P13637	ATP1A3
NM_004297	O95837	GNA14
NM_021048	P43363	MAGEA10
NM_001136218	Q9NW97	TMEM51
NM_025112	Q2QGD7	ZXDC
NM_006709	Q96KQ7	EHMT2
NM_032135	Q5H9T9	FSCB
NM_006593	Q16650	TBR1
NM_198241	Q04637	EIF4G1
NM_173546	Q8IXV7	KLHDC8B
NM_021221	Q8NDX9	LY6G5B
NM_015329	Q9Y6X3	MAU2
NM_004769	Q9UHC3	ASIC3
NM_001168241	Q75VX8	GAREM2
NM_000829	P48058	GRIA4
NM_001329445	Q96I34	PPP1R16A
NM_032689	Q96SK3	ZNF607
NM_001366307	O15131	KPNA5
NM_032796	Q96A49	SYAP1
NM_001123387	Q9BYU5	KRTAP2-1
NM_001135580	A6NCJ1	C19orf71
NM_001365618	O60299	LZTS3
NM_001172109	Q96LD8	SENP8
NM_001859	O15431	SLC31A1
NM_182703	Q495B1	ANKDD1A
NM_172250	Q8IVH4	MMAA
NM_145058	Q969X0	RILPL2
NM_032382	Q96MW5	COG8
NM_172168	Q8NFA2	NOXO1
NM_001135998	Q9NX14	NDUFB11
NM_001166050	Q92870	APBB2
NM_001144877	Q8N9R8	SCAI
NM_144597	Q8WUR7	C15orf40
NM_006195	P40426	PBX3
NM_002053	P32455	GBP1
NM_139321	O75882	ATRN
NM_172367	Q8IXB3	TRARG1
NM_006907	P32322	PYCR1
NM_023012	Q7L4I2	RSRC2
NM_001040272	Q8N6G6	ADAMTSL1
NM_001161834	A4D263	SPATA48
NM_006486	P23142	FBLN1
NM_000507	P09467	FBP1
NM_006108	Q9HCB6	SPON1
NM_014466	Q9UIF3	TEKT2
NM_000603	P29474	NOS3
NM_001687	P30049	ATP5F1D
NM_015621	A6NI79	CCDC69
NM_014051	Q9Y6G1	TMEM14A
NM_015335	Q71F56	MED13L
NM_003956	O95992	CH25H
NM_002112	P19113	HDC
NM_001376478	Q15049	MLC1
NM_001688	P24539	ATP5PB
NM_001281739	Q2V2M9	FHOD3
NM_001127460	Q504Q3	PAN2
NM_001247	O75354	ENTPD6
NM_001379	P26358	DNMT1
NM_001001344	Q16720	ATP2B3
NM_181885	Q8TDU9	RXFP4
NM_003768	Q15121	PEA15
NM_001385175	Q9P275	USP36
NM_018960	Q14749	GNMT
NM_018134	Q4KMZ1	IQCC
NM_014817	Q7L0X0	TRIL
NM_020854	Q9P260	RELCH
NM_032534	A5PL33	KRBA1
NM_001706	P41182	BCL6
NM_138369	Q96IK1	BOD1
NM_052892	Q7Z442	PKD1L2
NM_152862	O15144	ARPC2
NM_001386064	Q8N162	OR8H2
NM_181553	Q96MX0	CMTM3
NM_144965	Q8NEE8	TTC16
NM_013300	Q8WUB2	FAM216A
NM_004739	O94776	MTA2
NM_025248	Q9C0H9	SRCIN1
NM_001174084	Q9UGP5	POLL
NM_004492	P52657	GTF2A2
NM_001037499	Q30KQ6	DEFB114
NM_001838	P32248	CCR7
NM_020247	Q8NI60	COQ8A
NM_025187	Q9BSU1	PHAF1
NM_017950	Q4G0X9	CCDC40
NM_005002	Q16795	NDUFA9
NM_006951	Q15542	TAF5
NM_001358664	A0A1W2PR19	GSTT4
NM_001080452	Q9NPR9	GPR108
NM_001114748	Q5SV17	TMEM240
NM_181727	Q7Z6I5	SPATA12
NM_052854	Q96BA8	CREB3L1
NM_002543	P78380	OLR1
NM_001385039	O15195	VILL
NM_001025159	P04233	CD74
NM_030919	Q9H4H8	FAM83D
NM_007221	Q6P1K2	PMF1
NM_003708	O75452	RDH16
NM_001010858	Q5TA31	RNF187
NM_032423	Q3MIS6	ZNF528
NM_001024598	Q5TGS1	HES3
NM_001081976	P0DMS9	TMIGD3
NM_003469	P13521	SCG2
NM_001769	P21926	CD9
NM_001366135	P30085	CMPK1
NM_005401	Q15678	PTPN14
NM_001039361	O60809	PRAMEF10
NM_001105663	P0C024	NUDT7
NM_001005340	Q14956	GPNMB
NM_001024	P63220	RPS21
NM_003517	Q16777	H2AC20
NM_138389	Q8IWE2	FAM114A1
NM_015054	A0JNW5	UHRF1BP1L
NM_002426	P39900	MMP12
NM_003905	Q13564	NAE1
NM_182894	P58304	VSX2
NM_001012414	Q5EBN2	TRIM61
NM_001128214	Q8NC69	KCTD6
NM_022902	Q8TAD4	SLC30A5
NM_014891	Q13442	PDAP1
NM_013241	Q9Y613	FHOD1
NM_001037582	Q86SK9	SCD5
NM_003617	O15539	RGS5
NM_001291911	Q01718	MC2R
NM_002779	A5PKW4	PSD
NM_004135	P51553	IDH3G
NM_003269	Q9Y466	NR2E1
NM_005411	Q8IWL2	SFTPA1
NM_138621	O43521	BCL2L11
NM_015147	Q76N32	CEP68
NM_001667	P36404	ARL2
NM_005720	O15143	ARPC1B
NM_148893	Q8NHG7	SVIP
NM_001017388	Q9BXR5	TLR10
NM_001321378	O00443	PIK3C2A
NM_133259	P42704	LRPPRC
NM_006846	Q9NQ38	SPINK5
NM_003255	P16035	TIMP2
NM_001720	P34820	BMP8B
NM_021803	Q9HBE4	IL21
NM_001387	Q14195	DPYSL3
NM_022726	Q9GZR5	ELOVL4
NM_007262	Q99497	PARK7
NM_001003938	Q6B0K9	HBM
NM_004758	O95153	TSPOAP1
NM_173804	Q8N661	TMEM86B
NM_152260	Q8IZ73	RPUSD2
NM_002415	P14174	MIF
NM_006613	Q13588	GRAP
NM_001177676	Q15743	GPR68
NM_014485	O60760	HPGDS
NM_198088	P98182	ZNF200
NM_001366291	P52746	ZNF142
NM_001326	Q12996	CSTF3
NM_001329997	Q8IV56	PRR15
NM_001123329	Q9Y2K1	ZBTB1
NM_017649	Q9H8M5	CNNM2
NM_004476	Q04609	FOLH1
NM_005958	P48039	MTNR1A
NM_021942	Q7Z392	TRAPPC11
NM_003825	O00161	SNAP23
NM_017425	Q15506	SPA17
NM_006887	P47974	ZFP36L2
NM_014639	Q6PGP7	TTC37
NM_003238	P61812	TGFB2
NM_000151	P35575	G6PC1
NM_206832	Q6UXZ0	TMIGD1
NM_031419	Q9BYH8	NFKBIZ
NM_003602	O75344	FKBP6
NM_015530	Q9H8Y8	GORASP2
NM_001945	Q99075	HBEGF
NM_001052	P31391	SSTR4
NM_017854	Q9NX00	TMEM160
NM_015077	Q6SZW1	SARM1
NM_016304	Q9UHA3	RSL24D1
NM_017787	Q9NX94	WBP1L
NM_024694	Q8N7X0	ADGB
NM_080646	O43435	TBX1
NM_007026	O95147	DUSP14
NM_023928	Q86V21	AACS
NM_080675	Q8TC36	SUN5
NM_001001936	Q8N4X5	AFAP1L2
NM_004807	O60243	HS6ST1
NM_001039724	Q8IVI9	NOSTRIN
NM_001029888	A6NFZ4	FAM24A
NM_001030059	Q5VZY2	PLPP4
NM_001111285	P05019	IGF1
NM_001285485	Q96EH8	NEURL3
NM_014508	Q9NRW3	APOBEC3C
NM_006809	Q15785	TOMM34
NM_170679	P63208	SKP1
NM_001193489	Q93073	SECISBP2L
NM_020752	Q5T848	GPR158
NM_013375	Q9ULW3	ABT1
NM_001349380	Q9NYG2	ZDHHC3
NM_012146	O43812	DUX1
NM_145030	Q8TAP8	PPP1R35
NM_001731	P62324	BTG1
NM_001018025	P56278	MTCP1
NM_030576	Q9BT23	LIMD2
NM_017728	Q8NE00	TMEM104
NM_001366400	Q5JS13	RALGPS1
NM_017744	Q8TDW4	ST7L
NM_015901	Q86X67	NUDT13
NM_001010870	O60522	TDRD6
NM_020706	O95104	SCAF4
NM_205836	Q6PIJ6	FBXO38
NM_001135196	Q711Q0	CEFIP
NM_021723	Q9P0K1	ADAM22
NM_178841	Q96A37	RNF166
NM_001013403	Q5JRM2	CXorf66
NM_012158	Q9UKT7	FBXL3
NM_145115	Q6NSZ9	ZSCAN25
NM_194463	Q8TEB7	RNF128
NM_001386104	Q9P1Q5	OR1A1
NM_001080410	Q8TF61	FBXO41
NM_004573	Q00722	PLCB2
NM_175747	Q7RTU3	OLIG3
NM_000159	Q92947	GCDH
NM_020898	Q9P1Z2	CALCOCO1
NM_001365952	O60333	KIF1B
NM_014160	Q9H000	MKRN2
NM_001010860	Q9P1V8	SAMD15
NM_130809	Q96M27	PRRC1
NM_000108	P09622	DLD
NM_001112704	Q5SQQ9	VAX1
NM_005034	P53803	POLR2K
NM_001321422	P52566	ARHGDIB
NM_001363741	Q9ULU4	ZMYND8
NM_025082	Q96BT3	CENPT
NM_001099850	Q5VWM3	PRAMEF18
NM_213653	Q6ZVN8	HJV
NM_001012264	Q5GAN3	RNASE13
NM_145755	Q8NDW8	TTC21A
NM_001099439	Q5JZY3	EPHA10
NM_001289177	Q5FVE4	ACSBG2
NM_016169	Q9UMX1	SUFU
NM_015332	Q8IVD9	NUDCD3
NM_024683	Q96QE5	TEFM
NM_152722	Q14CZ8	HEPACAM
NM_152486	Q96NU1	SAMD11
NM_001031746	Q8IW00	VSTM4
NM_022147	Q96DX8	RTP4
NM_000285	P12955	PEPD
NM_017818	Q9P2S5	WRAP73
NM_015116	Q9Y2L9	LRCH1
NM_014233	P17480	UBTF
NM_014360	O15522	NKX2-8
NM_005546	Q08881	ITK
NM_001797	P55287	CDH11
NM_001367774	A2AJT9	BCLAF3
NM_001395406	A0A286YF46	SCYGR5
NM_012145	P23919	DTYMK
NM_001114133	Q9H987	SYNPO2L
NM_022360	P56851	EDDM3B
NM_002266	P52292	KPNA2
NM_178537	Q76KP1	B4GALNT4
NM_021982	O95486	SEC24A
NM_033403	Q9C098	DCLK3
NM_017813	Q9NX62	BPNT2
NM_032816	Q96ST8	CEP89
NM_001111319	Q8N7P3	CLDN22
NM_153358	Q3KP31	ZNF791
NM_001243835	Q14765	STAT4
NM_000802	P15328	FOLR1
NM_003384	Q99986	VRK1
NM_001302	O00230	CORT
NM_001320973	Q9H2G9	BLZF1
NM_001377218	Q99569	PKP4
NM_024807	Q5T2D2	TREML2
NM_001382304	Q5VT03	NUTM2D
NM_015484	O95926	SYF2
NM_001964	P18146	EGR1
NM_001004476	Q6IF99	OR10K2
NM_001376275	Q13153	PAK1
NM_080596	Q96KK5	H2AC12
NM_203376	Q6P7N7	TMEM81
NM_004418	Q05923	DUSP2
NM_001163315	Q9UF56	FBXL17
NM_004215	O00559	EBAG9
NM_032019	Q969S8	HDAC10
NM_148963	Q5T6X5	GPRC6A
NM_002611	Q15119	PDK2
NM_006770	Q9UEW3	MARCO
NM_004931	P10966	CD8B
NM_003089	P08621	SNRNP70
NM_001288800	Q6P3V2	ZNF585A
NM_006016	Q04900	CD164
NM_018105	Q9NVV9	THAP1
NM_002470	P11055	MYH3
NM_183059	Q7Z3Z2	RD3
NM_018904	Q9Y5I0	PCDHA13
NM_001939	Q13474	DRP2
NM_053005	Q70IA6	MOB2
NM_001033018	Q30KP8	DEFB136
NM_001533	P14866	HNRNPL
NM_001145652	Q5SZD1	C6orf141
